T1,T2,H1,H2,CO2,PM2.5,PM10,Label
36.85430534813131,37.7135984124849,34.94563273866794,39.986809749162134,1540.9971286829496,18.474167855179324,127.62891367443478,1
62.78214378844623,41.304604671875964,33.31648384925613,49.86987090050377,613.6703925178097,12.150745917604011,91.85849070683862,1
52.93972738151323,58.454632694098116,27.046156500114403,42.506671226253324,889.2874804288065,120.83839014873281,192.89970497278816,1
46.93963178886665,35.300197372695145,44.29066680405952,23.332103324471856,1427.577082658291,193.22326449855098,43.79569019684764,1
27.020838819909642,59.13423581654771,39.06496642034516,27.423209471342215,1119.551885691616,100.5442617909448,117.57128319978814,1
27.01975341512912,23.966049393951117,54.628039692960144,28.773127361236767,1555.5707656793195,10.303045187861027,140.04200299804452,1
22.613762547568975,54.955929674388386,21.28438321928233,30.314570145793795,1934.0534320788615,44.24373121549123,165.11289786907633,1
58.97792655987208,58.13964348746313,45.75471710220505,42.61613567802017,498.12936911583574,48.95858128315413,81.39420608560141,1
47.0501755284444,28.181794377680244,50.51795514046245,40.15863119301574,1506.2651178767037,67.57142582739,137.3843815314963,1
51.86326600082205,39.365593956749024,50.37946276753228,28.12640153456836,691.5850645745948,8.720676717242526,60.64029427685655,1
20.92630224331111,27.447489859864504,55.442958683821004,22.702193738227482,1004.6104365928677,180.97854009958326,87.09521847236405,1
63.645943347289744,51.7971858047398,49.16134971317976,26.857288178988725,355.8666338517377,103.11278894429906,179.12542624067984,1
57.45991883601898,44.09064956277455,57.11240246590785,59.37525250474413,531.0425498975882,134.1861585908218,189.98152186619086,1
29.55525998052243,48.58955060187445,33.30626399283566,38.74187799165889,843.6213913831294,13.434567379001795,143.76346938545294,0
28.18212352431953,28.841913513029503,40.128376670061726,54.6938201880845,881.3758689895744,10.82309356072988,74.870378155237,0
28.253202943404524,29.52856379235888,20.563186531315626,53.95009866675373,1829.2948679855629,117.29355440810944,164.01155799493282,1
33.69090093317919,21.867379647945786,20.27830349213165,40.46078229851495,1561.0819457530756,177.4592021008416,5.1734163450840365,1
43.614039423450706,34.49303908380784,29.605064818060796,48.26750833842174,1952.7110459179698,105.6964001919094,20.549182107884214,1
39.43752583889521,45.18850976001537,24.03228788556341,27.71008041650849,1318.4215675699088,175.5638345140143,132.27474727507223,1
33.10531130891189,58.6070711298798,30.408454717430146,47.53586819707633,710.9133445552405,162.19825461104787,58.24971505401149,1
47.53338026250708,50.011735135640635,27.081731781135897,30.89538317053158,857.0135508667929,15.170757158984149,190.27724368009555,1
26.277223729341884,39.59283455298882,21.14080099354593,53.28248387016603,843.721069596344,40.39149487713798,87.21212241846095,0
33.14650918408482,62.8904051477362,56.37216585624198,23.348965324356396,855.0403570275278,131.5421338310685,85.8729640778354,1
36.48628294821613,52.366034025912434,20.32892525555566,50.925546915411104,1444.0390942900867,88.70027651000831,135.61590203818625,1
40.52314928976662,61.85743412881475,49.44328577348342,23.997476262744783,1202.3734777537074,58.13996272938411,153.51371246123793,1
55.33291826268561,43.741458797247454,26.085915476780663,55.24756947577236,955.2211027472953,83.72677120959582,95.1117476250273,1
28.98532019712619,31.65069236569128,56.489184879984,32.16818072540015,553.4526068388182,89.03992925412687,42.80018034234483,0
43.14054972861253,22.37720088641249,55.71183758359543,46.17573459322299,337.63657700164805,182.1104501643193,154.66172854512433,0
46.65865559879191,52.67381831677327,46.1560458547703,39.50009114481119,672.0189518990774,20.691656740990606,64.07025497472551,1
22.090268572399896,25.458634910249035,46.88936599202421,34.65212581049356,482.70138674675815,55.946149361523,35.02215385877152,0
47.339518335564726,33.62488077223853,20.213565678787543,45.81767332733986,1635.256552448807,107.51296331654278,126.32803798500265,1
27.673585565928118,43.96119085477538,59.394862644544084,57.90091922204952,491.24652828360513,139.65738532611834,18.09073339807008,0
22.927321684337578,45.398746450088645,55.11330414303258,21.650789894984875,1531.1880034216215,126.12745779184873,194.270535017211,1
62.699849176399994,47.02624386442112,55.80424902920368,56.754114235324174,955.6197726193404,188.3285475474789,126.4794528824274,1
