timestamp,T1,H1,T2,H2,CO2,PM2.5,PM10,Prediction
2025-05-23 18:37:31,50.0,13.5,-20.0,68.5,400.0,176.72,498.32,Unknown
2025-05-23 18:37:33,50.0,13.5,-20.0,68.5,400.0,176.72,498.32,Unknown
2025-05-23 18:37:36,50.0,13.5,-20.0,68.5,400.0,176.72,498.32,Unknown
2025-05-23 18:37:38,50.0,13.5,-20.0,68.5,400.0,176.72,498.32,Unknown
2025-05-23 18:37:40,50.0,13.5,-20.0,68.5,400.0,176.72,498.32,Unknown
2025-05-23 18:37:43,50.0,13.5,-20.0,68.5,400.0,176.72,498.32,Unknown
2025-05-23 18:37:45,50.0,13.5,-20.0,68.5,400.0,176.72,498.32,Unknown
2025-05-23 18:37:47,50.0,13.5,-20.0,68.5,400.0,176.72,498.32,Unknown
2025-05-23 18:37:50,50.0,13.5,-20.0,68.5,400.0,176.72,498.32,Unknown
2025-05-23 18:37:52,50.0,13.5,-20.0,68.5,400.0,176.72,498.32,Unknown
2025-05-23 18:37:54,50.0,18.5,-20.0,68.5,400.0,176.72,498.32,Unknown
2025-05-23 18:37:56,50.0,23.5,-20.0,68.5,400.0,176.72,498.32,Unknown
2025-05-23 18:37:58,50.0,23.5,-20.0,68.5,400.0,176.72,498.32,Unknown
2025-05-23 18:38:00,50.0,23.5,-20.0,68.5,400.0,176.72,498.32,Unknown
2025-05-23 18:38:02,50.0,43.5,-20.0,68.5,400.0,176.72,498.32,Unknown
2025-05-23 18:38:04,50.0,100.0,-20.0,68.5,400.0,176.72,498.32,Unknown
2025-05-23 18:38:06,50.0,100.0,-20.0,68.5,400.0,176.72,498.32,Unknown
2025-05-23 18:38:08,50.0,100.0,-20.0,68.5,400.0,176.72,498.32,Unknown
2025-05-23 18:38:10,50.0,100.0,-20.0,68.5,400.0,176.72,498.32,Unknown
2025-05-23 18:38:13,50.0,100.0,-20.0,100.0,400.0,176.72,498.32,Unknown
2025-05-23 18:38:15,50.0,100.0,-20.0,100.0,400.0,176.72,498.32,Unknown
2025-05-23 18:38:17,50.0,100.0,-20.0,100.0,400.0,176.72,498.32,Unknown
2025-05-23 18:38:19,50.0,100.0,-20.0,100.0,400.0,176.72,498.32,Unknown
2025-05-23 18:38:21,50.0,100.0,-20.0,100.0,400.0,176.72,498.32,Unknown
2025-05-23 18:38:23,50.0,100.0,-20.0,100.0,400.0,176.72,498.32,Unknown
2025-05-23 18:38:25,50.0,75.0,-20.0,100.0,400.0,176.72,498.32,Unknown
2025-05-23 18:38:28,50.0,20.0,-20.0,100.0,400.0,176.72,498.32,Unknown
2025-05-23 18:38:30,50.0,0.0,-20.0,100.0,400.0,176.72,498.32,Unknown
